VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2018-02-01 00:21:30,2018-02-01 00:27:23,1,1.75,1,N,114,186,1,7,0.5,0.5,2.49,0,0.3,10.79
2,2018-02-01 00:50:43,2018-02-01 01:01:21,1,1.70,1,N,144,249,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2018-02-01 00:02:33,2018-02-01 00:06:16,2,1.18,1,N,90,100,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-02-01 00:16:49,2018-02-01 00:18:52,2,.29,1,N,230,161,1,3.5,0.5,0.5,0.72,0,0.3,5.52
1,2018-02-01 00:00:09,2018-02-01 00:04:28,1,.70,1,N,162,233,1,5,0.5,0.5,1.25,0,0.3,7.55
1,2018-02-01 00:20:17,2018-02-01 00:43:51,1,7.20,1,N,234,36,1,24,0.5,0.5,5.05,0,0.3,30.35
1,2018-02-01 00:17:55,2018-02-01 00:38:30,1,6.50,1,N,162,116,1,22.5,0.5,0.5,3,0,0.3,26.8
1,2018-02-01 00:44:41,2018-02-01 01:00:30,1,6.00,1,N,166,100,1,19.5,0.5,0.5,2,0,0.3,22.8
1,2018-02-01 00:27:44,2018-02-01 00:42:05,1,2.70,1,N,143,164,1,12,0.5,0.5,4,0,0.3,17.3
1,2018-02-01 00:50:25,2018-02-01 00:54:37,1,1.20,1,N,68,48,1,6,0.5,0.5,1,0,0.3,8.3
1,2018-02-01 00:29:58,2018-02-01 00:41:45,1,2.90,1,N,238,68,1,12,0.5,0.5,1,0,0.3,14.3
1,2018-02-01 00:59:14,2018-02-01 01:09:37,1,2.10,1,N,79,87,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2018-02-01 00:32:08,2018-02-01 00:56:35,5,18.01,2,N,132,107,1,52,0,0.5,11.71,5.76,0.3,70.27
1,2018-02-01 00:21:03,2018-02-01 00:28:30,1,1.60,1,N,264,264,1,7.5,0.5,0.5,1.75,0,0.3,10.55
2,2018-02-01 00:05:50,2018-02-01 00:09:52,2,.77,1,N,142,143,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2018-02-01 00:33:29,2018-02-01 00:40:30,2,1.07,1,N,113,4,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2018-02-01 00:10:38,2018-02-01 00:14:47,1,.65,1,N,234,170,2,5,0.5,0.5,0,0,0.3,6.3
1,2018-02-01 00:02:57,2018-02-01 00:08:14,1,1.70,1,N,229,262,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-02-01 00:16:10,2018-02-01 00:28:56,1,3.10,1,N,141,226,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2018-02-01 00:32:35,2018-02-01 00:58:33,1,8.40,1,N,161,54,1,27,0.5,0.5,5.65,0,0.3,33.95
1,2018-02-01 00:47:56,2018-02-01 00:55:48,1,2.00,1,N,48,234,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2018-02-01 00:03:38,2018-02-01 00:20:27,1,5.40,1,N,114,238,1,17.5,0.5,0.5,4.7,0,0.3,23.5
1,2018-02-01 00:34:13,2018-02-01 00:41:36,1,1.10,1,N,230,100,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-02-01 00:42:27,2018-02-01 00:48:18,2,1.10,1,N,100,68,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2018-02-01 00:55:17,2018-02-01 01:05:22,1,1.50,1,N,68,170,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2018-02-01 00:00:41,2018-02-01 00:13:00,1,2.80,1,N,234,237,1,11,0.5,0.5,2.45,0,0.3,14.75
1,2018-02-01 00:06:40,2018-02-01 00:12:35,1,1.30,1,N,186,163,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018-02-01 00:19:12,2018-02-01 00:27:55,2,1.20,1,N,161,164,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2018-02-01 00:41:58,2018-02-01 00:46:40,1,1.00,1,N,161,162,1,5.5,0.5,0.5,1.7,0,0.3,8.5
1,2018-02-01 00:50:42,2018-02-01 00:53:26,1,.50,1,N,237,229,1,4,0.5,0.5,0.53,0,0.3,5.83
1,2018-02-01 00:57:01,2018-02-01 00:59:24,2,1.20,1,N,141,263,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-02-01 00:54:15,2018-02-01 01:04:12,1,2.11,1,N,146,179,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2018-02-01 00:21:30,2018-02-01 00:25:32,1,.70,1,N,125,249,2,5,0.5,0.5,0,0,0.3,6.3
1,2018-02-01 00:31:39,2018-02-01 00:43:42,1,2.10,1,N,68,79,1,10,0.5,0.5,2.25,0,0.3,13.55
2,2018-02-01 00:06:24,2018-02-01 00:36:06,2,7.99,1,N,90,263,1,27,0.5,0.5,5.66,0,0.3,33.96
2,2018-02-01 00:02:13,2018-02-01 00:05:05,2,.53,1,N,231,231,1,4,0.5,0.5,1,0,0.3,6.3
2,2018-02-01 00:41:57,2018-02-01 00:51:56,1,1.98,1,N,249,144,2,9,0.5,0.5,0,0,0.3,10.3
2,2018-02-01 00:01:20,2018-02-01 00:16:49,3,3.31,1,N,161,114,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018-02-01 00:04:11,2018-02-01 00:12:21,1,2.02,1,N,162,142,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2018-02-01 00:02:30,2018-02-01 00:06:32,2,.60,1,N,142,163,1,4.5,0.5,0.5,1.5,0,0.3,7.3
1,2018-02-01 00:32:17,2018-02-01 00:56:32,2,2.90,1,N,142,186,1,17,0.5,0.5,3.65,0,0.3,21.95
2,2018-02-01 00:04:06,2018-02-01 00:12:02,1,1.45,1,N,162,170,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2018-02-01 00:33:28,2018-02-01 00:41:16,1,2.10,1,N,162,236,1,8.5,0.5,0.5,2.94,0,0.3,12.74
1,2018-02-01 00:47:05,2018-02-01 01:00:33,1,3.60,1,N,163,125,2,13,0.5,0.5,0,0,0.3,14.3
2,2018-02-01 00:09:05,2018-02-01 00:17:34,3,1.34,1,N,170,170,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2018-02-01 00:35:49,2018-02-01 00:55:43,2,5.60,1,N,233,83,2,19.5,0.5,0.5,0,0,0.3,20.8
2,2018-02-01 00:42:17,2018-02-01 00:57:33,6,4.86,1,N,164,226,1,16,0.5,0.5,0,0,0.3,17.3
2,2018-02-01 00:48:47,2018-02-01 00:48:50,2,.00,5,N,264,170,1,68,0,0.5,13.76,0,0.3,82.56
1,2018-02-01 00:03:05,2018-02-01 00:11:55,1,1.10,1,N,161,163,1,7.5,0.5,0.5,2.2,0,0.3,11
1,2018-02-01 00:28:36,2018-02-01 00:32:39,1,.70,1,N,170,100,2,5,0.5,0.5,0,0,0.3,6.3
1,2018-02-01 00:06:34,2018-02-01 00:11:23,1,.80,1,N,231,144,1,5,0.5,0.5,0,0,0.3,6.3
1,2018-02-01 00:25:25,2018-02-01 00:32:23,1,2.40,1,N,114,162,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2018-02-01 00:51:40,2018-02-01 01:00:46,1,1.70,1,N,229,142,1,8,0.5,0.5,1.85,0,0.3,11.15
1,2018-02-01 00:31:18,2018-02-01 00:36:43,1,1.00,1,Y,166,238,1,6,0.5,0.5,2,0,0.3,9.3
2,2018-02-01 00:29:37,2018-02-01 00:40:16,1,2.63,1,N,140,107,1,11,0.5,0.5,2.46,0,0.3,14.76
1,2018-02-01 00:05:13,2018-02-01 00:12:23,1,1.50,1,N,230,137,1,7.5,0.5,0.5,1.5,0,0.3,10.3
1,2018-02-01 00:28:02,2018-02-01 00:29:27,0,.10,1,N,186,186,2,3,0.5,0.5,0,0,0.3,4.3
1,2018-02-01 00:22:52,2018-02-01 00:29:33,1,1.00,1,N,234,114,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2018-02-01 00:19:39,2018-02-01 00:34:02,5,4.87,1,N,88,48,1,16.5,0.5,0.5,4.45,0,0.3,22.25
2,2018-02-01 00:44:36,2018-02-01 00:57:47,5,1.59,1,N,230,186,1,10,0.5,0.5,2.82,0,0.3,14.12
1,2018-02-01 00:22:23,2018-02-01 00:38:06,1,2.60,1,N,148,158,1,12.5,0.5,0.5,2.75,0,0.3,16.55
1,2018-02-01 00:45:07,2018-02-01 01:02:11,1,3.40,1,N,158,256,1,14.5,0.5,0.5,4.7,0,0.3,20.5
2,2018-01-31 17:45:05,2018-01-31 17:59:25,1,4.20,1,N,48,75,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,2018-01-31 18:15:44,2018-01-31 18:29:02,1,2.91,1,N,87,68,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2018-01-31 18:30:47,2018-01-31 18:36:08,1,.96,1,N,68,246,1,6,0.5,0.5,1.46,0,0.3,8.76
1,2018-02-01 00:01:49,2018-02-01 00:02:51,1,.40,1,N,7,7,1,3.5,0.5,0.5,0,0,0.3,4.8
2,2018-02-01 00:48:32,2018-02-01 00:49:04,2,.45,2,N,43,142,1,52,0,0.5,11.71,5.76,0.3,70.27
1,2018-02-01 00:40:40,2018-02-01 01:03:27,2,5.80,1,N,234,41,1,20,0.5,0.5,3,0,0.3,24.3
1,2018-02-01 00:21:49,2018-02-01 00:28:56,0,2.10,1,N,107,229,1,8,0.5,0.5,1,0,0.3,10.3
1,2018-02-01 00:36:28,2018-02-01 00:46:31,0,3.20,1,N,161,75,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2018-02-01 00:53:55,2018-02-01 01:01:40,0,2.00,1,N,236,140,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-02-01 00:04:07,2018-02-01 00:25:45,2,4.87,1,N,231,61,1,19,0.5,0.5,4.06,0,0.3,24.36
1,2018-02-01 00:24:16,2018-02-01 00:32:36,1,2.20,1,N,79,48,1,9,0.5,0.5,1.03,0,0.3,11.33
1,2018-02-01 00:38:52,2018-02-01 00:43:31,2,1.50,1,N,100,50,1,6.5,0.5,0.5,1,0,0.3,8.8
1,2018-02-01 00:49:06,2018-02-01 00:56:27,1,.90,1,N,48,162,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018-02-01 00:58:35,2018-02-01 01:03:16,1,1.90,1,N,162,263,1,7,0.5,0.5,2,0,0.3,10.3
1,2018-02-01 00:04:31,2018-02-01 00:10:20,1,1.20,1,N,37,17,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018-02-01 00:31:38,2018-02-01 00:52:25,1,6.76,1,N,144,257,1,22.5,0.5,0.5,4.76,0,0.3,28.56
2,2018-02-01 00:36:09,2018-02-01 00:39:36,2,.78,1,N,141,140,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2018-02-01 00:35:08,2018-02-01 00:35:12,1,4.60,1,N,196,196,3,2.5,0.5,0.5,0,0,0.3,3.8
2,2018-02-01 00:07:27,2018-02-01 00:22:53,5,3.49,1,N,234,262,1,13.5,0.5,0.5,2,0,0.3,16.8
2,2018-02-01 00:05:45,2018-02-01 00:12:59,1,2.01,1,N,45,65,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2018-02-01 00:14:24,2018-02-01 00:21:17,1,1.36,1,N,142,48,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-02-01 00:22:58,2018-02-01 00:29:54,1,2.07,1,N,48,43,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2018-02-01 00:45:02,2018-02-01 00:49:03,1,.97,1,N,141,262,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,2018-02-01 00:28:30,2018-02-01 00:46:02,1,7.00,1,N,141,80,1,22.5,0.5,0.5,5.95,0,0.3,29.75
1,2018-02-01 00:48:01,2018-02-01 00:49:39,1,.30,1,Y,80,80,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2018-02-01 00:51:26,2018-02-01 00:58:33,1,2.30,1,N,256,49,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2018-02-01 00:48:26,2018-02-01 00:58:50,1,3.50,1,N,161,75,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2018-01-31 13:02:31,2018-01-31 13:23:23,2,5.01,1,N,249,49,1,19,0.5,0.5,4.06,0,0.3,24.36
2,2018-02-01 00:13:35,2018-02-01 00:24:09,1,.83,1,N,50,230,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-02-01 00:27:34,2018-02-01 00:49:02,1,3.36,1,N,230,140,1,16.5,0.5,0.5,3.56,0,0.3,21.36
1,2018-02-01 00:16:19,2018-02-01 00:29:52,1,4.60,1,N,148,112,1,15.5,0.5,0.5,3,0,0.3,19.8
1,2018-02-01 00:34:17,2018-02-01 00:54:54,2,5.10,1,N,112,48,1,19,0.5,0.5,3,0,0.3,23.3
1,2018-02-01 00:56:00,2018-02-01 00:58:37,1,.30,1,N,48,48,2,4,0.5,0.5,0,0,0.3,5.3
2,2018-02-01 00:06:07,2018-02-01 00:19:25,1,3.58,1,N,231,163,1,13,0.5,0.5,1,0,0.3,15.3
2,2018-02-01 00:27:37,2018-02-01 00:36:43,1,2.35,1,N,161,79,1,9.5,0.5,0.5,1.08,0,0.3,11.88
2,2018-02-01 00:08:48,2018-02-01 00:26:01,1,3.77,1,N,144,189,1,15.5,0.5,0.5,3.36,0,0.3,20.16
1,2018-02-01 00:26:01,2018-02-01 00:37:59,1,3.00,1,N,144,87,1,12,0.5,0.5,2.65,0,0.3,15.95
1,2018-02-01 00:28:43,2018-02-01 00:34:47,1,1.30,1,N,163,164,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-02-01 00:42:31,2018-02-01 00:49:27,3,.90,1,N,161,162,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2018-02-01 00:06:04,2018-02-01 00:10:36,1,1.77,1,N,146,179,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-02-01 00:16:37,2018-02-01 00:26:43,1,1.85,1,N,233,163,1,9,0.5,0.5,1,0,0.3,11.3
2,2018-02-01 00:37:20,2018-02-01 00:41:44,1,1.70,1,N,229,107,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2018-02-01 00:09:25,2018-02-01 00:25:26,1,2.90,1,N,97,61,2,13,0.5,0.5,0,0,0.3,14.3
1,2018-02-01 00:40:21,2018-02-01 00:50:24,1,3.20,1,N,97,79,1,12,0.5,0.5,2.65,0,0.3,15.95
1,2018-02-01 00:51:55,2018-02-01 01:08:01,1,4.90,1,N,79,143,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2018-02-01 00:08:38,2018-02-01 00:20:47,1,2.70,1,N,264,264,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2018-02-01 00:46:14,2018-02-01 00:52:12,1,1.80,1,N,264,264,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2018-02-01 00:29:02,2018-02-01 00:33:44,1,.80,1,N,137,107,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2018-02-01 00:10:17,2018-02-01 00:30:53,2,5.47,1,N,43,261,1,19,0.5,0.5,4.06,0,0.3,24.36
1,2018-02-01 00:01:52,2018-02-01 00:08:28,1,1.80,1,N,234,162,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2018-02-01 00:30:57,2018-02-01 00:36:59,1,1.50,1,N,234,162,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-02-01 00:10:17,2018-02-01 00:38:00,1,9.10,1,N,249,165,2,29,0.5,0.5,0,0,0.3,30.3
2,2018-02-01 00:24:34,2018-02-01 00:40:51,1,3.62,1,N,249,66,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2018-02-01 00:13:26,2018-02-01 00:18:17,5,1.57,1,N,161,237,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018-02-01 00:39:35,2018-02-01 00:49:48,5,2.64,1,N,162,239,1,10.5,0.5,0.5,2.36,0,0.3,14.16
1,2018-02-01 00:43:56,2018-02-01 00:47:22,4,.60,1,N,100,230,1,4.5,0.5,0.5,1.15,0,0.3,6.95
2,2018-02-01 00:13:01,2018-02-01 00:17:12,2,.53,1,N,162,229,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2018-02-01 00:18:24,2018-02-01 00:22:49,1,1.57,1,N,229,263,1,6.5,0.5,0.5,0.4,0,0.3,8.2
1,2018-02-01 00:26:06,2018-02-01 00:30:30,1,1.20,1,N,79,170,1,6,0.5,0.5,2,0,0.3,9.3
1,2018-02-01 00:02:38,2018-02-01 00:12:21,2,2.40,1,N,234,232,1,9.5,0.5,0.5,0,0,0.3,10.8
1,2018-02-01 00:43:31,2018-02-01 01:00:19,2,2.50,1,N,234,164,1,12.5,0.5,0.5,2.75,0,0.3,16.55
2,2018-02-01 00:27:54,2018-02-01 00:59:32,5,9.10,1,N,140,169,2,28,0.5,0.5,0,0,0.3,29.3
2,2018-02-01 00:07:15,2018-02-01 00:10:51,1,.75,1,N,234,137,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2018-02-01 00:43:41,2018-02-01 00:52:14,1,2.35,1,N,161,239,1,9,0.5,0.5,3.09,0,0.3,13.39
1,2018-02-01 00:35:50,2018-02-01 00:39:28,1,.60,1,N,48,164,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-01-31 23:59:59,2018-02-01 00:19:29,1,4.34,1,N,249,256,1,17.5,0.5,0.5,3.76,0,0.3,22.56
2,2018-02-01 00:21:26,2018-02-01 00:28:54,1,.45,1,N,211,114,1,6.5,0.5,0.5,2.34,0,0.3,10.14
2,2018-02-01 00:42:43,2018-02-01 00:51:11,1,1.71,1,N,114,107,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2018-02-01 00:36:28,2018-02-01 00:39:04,5,.45,1,N,143,142,1,4,0.5,0.5,1,0,0.3,6.3
2,2018-02-01 01:00:16,2018-02-01 01:13:01,5,3.55,1,N,90,237,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2018-02-01 00:14:58,2018-02-01 00:18:30,1,.60,1,N,170,230,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-02-01 00:07:02,2018-02-01 00:22:12,2,8.40,1,N,138,164,1,24,0.5,0.5,9.32,5.76,0.3,40.38
2,2018-02-01 00:53:54,2018-02-01 01:01:45,2,1.26,1,N,79,114,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-02-01 00:00:57,2018-02-01 00:05:21,1,1.02,1,N,166,238,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-02-01 00:16:27,2018-02-01 00:25:05,1,2.57,1,N,239,50,2,10,0.5,0.5,0,0,0.3,11.3
2,2018-02-01 00:21:47,2018-02-01 00:27:13,6,1.33,1,N,148,137,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2018-02-01 00:29:30,2018-02-01 00:36:10,6,2.47,1,N,137,140,2,9,0.5,0.5,0,0,0.3,10.3
2,2018-02-01 00:09:27,2018-02-01 00:22:39,1,2.94,1,N,48,144,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2018-02-01 00:25:18,2018-02-01 00:38:32,1,2.55,1,N,144,164,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2018-02-01 00:48:55,2018-02-01 00:54:23,1,1.23,1,N,234,100,1,6,0.5,0.5,1,0,0.3,8.3
2,2018-02-01 00:10:14,2018-02-01 00:30:41,1,5.07,1,N,234,7,1,19,0.5,0.5,4.06,0,0.3,24.36
1,2018-02-01 00:13:14,2018-02-01 00:30:39,1,5.40,1,N,25,161,2,18,0.5,0.5,0,0,0.3,19.3
1,2018-02-01 00:31:29,2018-02-01 00:40:45,2,3.00,1,N,161,75,1,10.5,0.5,0.5,0,0,0.3,11.8
2,2018-02-01 00:07:57,2018-02-01 00:16:37,1,1.37,1,N,90,79,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-02-01 00:38:51,2018-02-01 00:52:53,1,2.34,1,N,114,164,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2018-02-01 00:58:03,2018-02-01 01:27:40,1,12.52,1,N,164,67,1,36.5,0.5,0.5,8.71,5.76,0.3,52.27
2,2018-02-01 00:45:53,2018-02-01 00:51:45,1,.90,1,N,43,48,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2018-02-01 00:55:44,2018-02-01 01:00:00,1,.79,1,N,48,162,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-02-01 00:02:18,2018-02-01 00:17:41,5,9.39,1,N,79,223,1,27,0.5,0.5,5.66,0,0.3,33.96
1,2018-02-01 00:30:58,2018-02-01 00:41:10,1,3.00,1,N,234,141,1,11,0.5,0.5,2.45,0,0.3,14.75
1,2018-02-01 00:15:33,2018-02-01 00:22:56,1,1.20,1,N,230,143,1,7,0.5,0.5,2.05,0,0.3,10.35
1,2018-02-01 00:26:46,2018-02-01 00:33:33,1,1.80,1,N,48,238,2,8,0.5,0.5,0,0,0.3,9.3
1,2018-02-01 00:43:04,2018-02-01 01:03:41,1,6.20,1,N,234,181,1,20.5,0.5,0.5,4.35,0,0.3,26.15
2,2018-01-31 23:59:42,2018-02-01 00:08:43,3,2.18,1,N,161,238,1,9,0.5,0.5,2.58,0,0.3,12.88
1,2018-02-01 00:12:24,2018-02-01 00:24:48,1,3.10,1,N,79,256,1,12,0.5,0.5,2,0,0.3,15.3
1,2018-02-01 00:33:36,2018-02-01 00:38:50,1,1.30,1,N,249,246,2,6,0.5,0.5,0,0,0.3,7.3
1,2018-02-01 00:57:12,2018-02-01 01:06:59,1,1.80,1,N,79,186,2,9,0.5,0.5,0,0,0.3,10.3
1,2018-02-01 00:02:07,2018-02-01 00:12:33,1,1.80,1,N,161,140,1,9,0.5,0.5,1.7,0,0.3,12
1,2018-02-01 00:26:32,2018-02-01 00:30:54,1,1.00,1,N,161,50,1,5,0.5,0.5,1.25,0,0.3,7.55
1,2018-02-01 00:47:43,2018-02-01 00:53:26,1,1.60,1,N,158,231,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2018-02-01 00:58:00,2018-02-01 01:10:38,1,4.50,1,N,231,229,1,14.5,0.5,0.5,3.95,0,0.3,19.75
2,2018-02-01 00:33:59,2018-02-01 00:37:47,1,.82,1,N,144,113,1,5,0.5,0.5,0,0,0.3,6.3
2,2018-02-01 00:12:07,2018-02-01 00:14:29,3,.32,1,N,255,256,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2018-02-01 00:49:53,2018-02-01 01:05:10,1,8.70,1,N,74,87,1,24.5,0.5,0.5,0,0,0.3,25.8
2,2018-02-01 00:20:28,2018-02-01 00:26:25,2,.83,1,N,234,186,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2018-02-01 00:30:05,2018-02-01 00:35:50,2,1.28,1,N,100,48,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2018-02-01 00:29:59,2018-02-01 00:33:40,1,1.37,1,N,75,74,1,6,0.5,0.5,0,0,0.3,7.3
1,2018-02-01 00:02:39,2018-02-01 00:11:53,1,1.90,1,N,230,158,1,8.5,0.5,0.5,2,0,0.3,11.8
1,2018-02-01 00:34:26,2018-02-01 00:46:24,2,2.60,1,N,230,229,1,11,0.5,0.5,3.5,0,0.3,15.8
1,2018-02-01 00:53:21,2018-02-01 01:13:14,1,5.20,1,N,48,7,2,18.5,0.5,0.5,0,0,0.3,19.8
2,2018-02-01 00:21:30,2018-02-01 00:36:01,1,3.46,1,N,161,41,1,14,0.5,0.5,3.06,0,0.3,18.36
1,2018-02-01 00:39:49,2018-02-01 00:55:38,1,3.80,1,N,107,256,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,2018-02-01 00:05:20,2018-02-01 00:13:35,2,2.95,1,N,162,75,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2018-02-01 00:15:28,2018-02-01 00:24:06,1,1.83,1,N,75,74,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-02-01 00:39:43,2018-02-01 00:52:31,1,3.33,1,N,74,116,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2018-02-01 00:01:11,2018-02-01 00:15:51,1,3.80,1,N,100,75,1,14,0.5,0.5,3.8,0,0.3,19.1
1,2018-02-01 00:17:39,2018-02-01 00:26:17,1,3.40,1,N,263,137,1,11,0.5,0.5,1.7,0,0.3,14
1,2018-02-01 00:39:51,2018-02-01 00:49:07,1,1.80,1,N,48,170,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-02-01 00:55:58,2018-02-01 01:10:41,2,3.19,1,N,249,161,2,13,0.5,0.5,0,0,0.3,14.3
1,2018-02-01 00:04:43,2018-02-01 00:08:02,1,.70,1,N,234,90,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2018-02-01 00:20:34,2018-02-01 00:24:20,3,1.00,1,N,246,100,1,5.5,0.5,0.5,1,0,0.3,7.8
1,2018-02-01 00:37:57,2018-02-01 00:48:48,1,2.10,1,N,234,230,1,9.5,0.5,0.5,1.08,0,0.3,11.88
1,2018-02-01 00:59:45,2018-02-01 01:07:42,1,2.00,1,N,246,234,1,8.5,0.5,0.5,2.9,0,0.3,12.7
1,2018-02-01 00:24:45,2018-02-01 00:46:39,1,6.70,1,N,237,255,1,22,0.5,0.5,4.65,0,0.3,27.95
2,2018-01-31 23:57:03,2018-01-31 23:58:18,1,.41,1,N,237,237,1,3.5,0.5,0.5,0.96,0,0.3,5.76
2,2018-02-01 00:07:45,2018-02-01 00:10:36,1,.65,1,N,237,141,1,4.5,0.5,0.5,0.87,0,0.3,6.67
2,2018-02-01 00:40:02,2018-02-01 00:54:38,1,3.31,1,N,162,148,1,13,0.5,0.5,4.29,0,0.3,18.59
2,2018-02-01 00:04:19,2018-02-01 00:06:45,2,.76,1,N,164,234,1,4,0.5,0.5,1,0,0.3,6.3
2,2018-02-01 00:23:50,2018-02-01 00:29:46,1,1.23,1,N,79,224,1,6,0.5,0.5,0,0,0.3,7.3
2,2018-02-01 00:09:33,2018-02-01 00:24:20,2,4.04,1,N,234,13,1,14.5,0.5,0.5,2,0,0.3,17.8
2,2018-02-01 00:38:32,2018-02-01 01:00:31,2,10.01,1,N,13,260,1,29,0.5,0.5,6.06,0,0.3,36.36
